gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSMUSG00000103294.2,0,0,0,0,0,0
ENSMUSG00000098944.3,0,0,0,0,0,0
ENSMUSG00000074579.15,0,0,0,0,0,0
ENSMUSG00000104037.2,0,0,0,0,0,0
ENSMUSG00000119678.1,0,0,0,0,0,0
ENSMUSG00000103620.2,0,0,0,0,0,0
ENSMUSG00000103440.2,0,0,0,0,0,0
ENSMUSG00000102566.2,0,0,0,0,0,0
ENSMUSG00000027829.16,845,635,1009,941,1096,668
ENSMUSG00000103041.2,0,0,0,0,0,0
ENSMUSG00000102914.2,5,4,5,5,5,7
ENSMUSG00000102652.2,0,0,0,0,0,0
ENSMUSG00000120644.1,0,0,0,0,0,0
ENSMUSG00000103641.2,0,0,0,0,0,0
ENSMUSG00000103369.2,0,0,0,0,0,0
ENSMUSG00000027831.10,0,0,0,0,0,0
ENSMUSG00000104189.2,0,0,0,0,0,0
ENSMUSG00000064522.3,0,0,0,0,0,0
ENSMUSG00000104307.2,0,0,0,0,0,0
ENSMUSG00000097968.2,0,0,0,0,0,0
ENSMUSG00000103208.2,0,0,0,0,0,0
ENSMUSG00000027832.6,5,4,1,4,14,9
ENSMUSG00000117623.2,0,0,0,0,0,0
ENSMUSG00000103600.2,0,0,0,0,0,0
ENSMUSG00000103700.2,0,0,0,0,0,0
ENSMUSG00000103318.2,0,0,0,0,0,0
ENSMUSG00000105794.2,0,0,0,0,0,0
ENSMUSG00000027833.17,8,1,7,0,3,2
ENSMUSG00000034544.18,213,149,270,215,193,209
ENSMUSG00000118721.1,0,0,1,1,0,1
ENSMUSG00000048416.16,17,17,16,8,12,16
ENSMUSG00000027774.17,76,66,98,73,83,58
ENSMUSG00000047557.3,0,0,0,0,0,0
ENSMUSG00000103703.3,0,0,0,0,0,0
ENSMUSG00000049404.8,0,0,0,0,0,0
ENSMUSG00000103718.2,0,0,0,0,0,0
ENSMUSG00000104382.2,0,0,0,0,0,0
ENSMUSG00000077459.3,0,0,0,0,0,0
ENSMUSG00000027775.10,62,75,79,89,95,69
ENSMUSG00000103206.2,54,53,68,57,57,55
ENSMUSG00000103606.2,0,0,0,0,0,0
ENSMUSG00000102746.2,0,0,0,0,0,0
ENSMUSG00000104477.2,0,0,0,0,0,0
ENSMUSG00000051777.7,0,0,0,0,0,0
ENSMUSG00000102422.2,0,0,0,0,0,0
ENSMUSG00000027777.16,0,2,2,3,1,1
ENSMUSG00000102846.2,0,0,0,0,0,0
ENSMUSG00000103345.2,0,0,0,0,0,0
ENSMUSG00000084617.3,0,0,0,0,0,0
ENSMUSG00000027776.13,0,0,0,0,0,0
ENSMUSG00000058360.6,0,0,0,0,0,0
ENSMUSG00000102677.2,0,0,0,0,0,0
ENSMUSG00000102936.2,0,0,0,0,0,0
ENSMUSG00000102853.2,0,0,0,0,0,0
ENSMUSG00000103218.2,0,0,0,0,0,0
ENSMUSG00000091272.3,0,0,0,0,0,0
ENSMUSG00000046999.3,1,0,0,0,0,1
ENSMUSG00000027778.16,69,46,76,59,50,57
ENSMUSG00000093384.2,38,38,41,28,43,50
ENSMUSG00000103007.2,0,0,0,0,0,0
ENSMUSG00000093730.2,0,0,0,0,0,0
ENSMUSG00000093402.2,429,367,453,353,364,369
ENSMUSG00000093505.2,0,0,0,0,0,0
ENSMUSG00000111756.2,0,0,0,0,0,0
ENSMUSG00000034349.15,1014,795,1076,993,949,791
ENSMUSG00000065580.4,0,0,0,0,0,0
ENSMUSG00000065606.3,0,0,0,0,0,0
ENSMUSG00000034317.15,13,12,23,7,11,12
ENSMUSG00000027782.11,8176,6953,9671,9263,8525,7730
ENSMUSG00000089417.3,0,0,0,0,0,0
ENSMUSG00000103094.2,0,0,0,0,0,0
ENSMUSG00000094763.4,0,0,0,0,0,0
ENSMUSG00000098207.2,0,0,0,0,0,0
ENSMUSG00000120717.1,0,0,0,0,0,0
ENSMUSG00000027784.11,152,132,192,148,156,125
ENSMUSG00000091315.2,7,5,13,12,9,8
ENSMUSG00000090941.2,0,0,0,0,0,0
ENSMUSG00000090743.2,0,0,0,0,0,0
ENSMUSG00000098006.2,2269,2155,3020,2409,2419,2887
ENSMUSG00000043300.3,32,42,38,38,33,34
ENSMUSG00000102342.2,0,0,0,0,0,0
ENSMUSG00002076320.1,0,0,0,0,0,0
ENSMUSG00000068969.4,0,0,0,0,0,0
ENSMUSG00000027787.15,1792,1444,1995,1857,1814,1606
ENSMUSG00000043461.14,0,0,0,0,0,0
ENSMUSG00000103549.2,0,0,0,0,0,0
ENSMUSG00000077366.3,0,0,0,0,0,0
ENSMUSG00000102525.2,0,0,0,0,0,0
ENSMUSG00000027788.7,0,0,0,0,0,0
ENSMUSG00000103020.2,0,0,0,0,0,0
ENSMUSG00000103113.2,0,0,0,0,0,0
ENSMUSG00000089507.3,0,0,0,0,0,0
ENSMUSG00000102663.2,0,0,0,0,0,0
ENSMUSG00000104023.2,0,0,0,0,0,0
ENSMUSG00000074877.4,0,0,0,0,0,0
ENSMUSG00000119972.1,0,0,0,0,0,0
ENSMUSG00000102666.2,0,0,0,2,1,1
ENSMUSG00000103396.2,0,0,0,0,0,0
ENSMUSG00000103815.2,0,0,0,0,0,0
ENSMUSG00000098189.2,0,0,0,0,0,0
ENSMUSG00000103465.2,0,0,0,0,0,0
ENSMUSG00000103279.2,0,0,0,0,0,0
ENSMUSG00000103859.2,0,0,0,0,0,0
ENSMUSG00002075728.1,0,0,0,0,0,0
ENSMUSG00000103078.2,0,0,0,0,0,0
ENSMUSG00000084752.3,0,0,0,0,0,0
ENSMUSG00000027790.15,0,0,0,0,1,0
ENSMUSG00000102753.2,0,0,0,0,0,0
ENSMUSG00000048304.9,13,10,4,10,23,26
ENSMUSG00000103428.3,0,0,0,0,0,0
ENSMUSG00002075319.1,0,0,0,0,0,0
ENSMUSG00000102916.2,0,0,0,0,0,0
ENSMUSG00002075221.1,0,0,0,0,0,0
ENSMUSG00000102820.2,0,0,0,0,0,0
ENSMUSG00000102362.2,0,0,0,0,0,0
ENSMUSG00000027792.12,1,1,0,1,5,2
ENSMUSG00000102859.2,2,0,0,0,0,0
ENSMUSG00000104096.2,0,0,0,0,0,0
ENSMUSG00000096400.3,0,0,0,0,0,0
ENSMUSG00000104227.2,0,0,0,0,0,0
ENSMUSG00000102809.2,0,0,0,0,0,0
ENSMUSG00000102420.2,0,0,0,0,0,0
ENSMUSG00000034151.14,0,0,0,0,0,0
ENSMUSG00000034139.5,0,0,0,0,0,0
ENSMUSG00000104301.4,0,0,0,0,0,0
ENSMUSG00000103444.2,0,0,0,0,0,0
ENSMUSG00000027835.12,1122,994,1240,1251,1189,1063
ENSMUSG00000027834.16,0,4,6,1,2,5
ENSMUSG00000102625.2,0,0,0,0,0,0
ENSMUSG00000099370.3,0,0,0,0,0,0
ENSMUSG00000102188.2,0,0,0,0,0,0
ENSMUSG00000088638.3,0,0,0,0,0,0
ENSMUSG00000100962.4,0,0,0,0,0,0
ENSMUSG00000034109.16,427,345,490,424,528,354
ENSMUSG00000103024.2,0,0,0,0,0,0
ENSMUSG00000104448.2,0,0,0,0,0,0
ENSMUSG00000104223.2,0,0,0,0,0,0
ENSMUSG00000034098.15,67,65,81,29,34,28
ENSMUSG00000103920.2,0,0,0,0,0,0
ENSMUSG00000103702.2,0,0,0,0,0,0
ENSMUSG00000102216.2,0,0,0,0,0,0
ENSMUSG00000088481.4,0,0,0,0,0,0
ENSMUSG00000102489.2,0,1,1,0,0,1
ENSMUSG00000103849.2,0,0,0,0,0,0
ENSMUSG00000102872.2,0,0,0,0,0,0
ENSMUSG00000102393.2,0,0,0,0,0,0
ENSMUSG00000105026.2,0,0,0,0,0,0
ENSMUSG00000103312.2,78,56,89,72,65,72
ENSMUSG00000102637.2,76,54,78,68,83,122
ENSMUSG00000103817.2,0,0,0,0,0,0
ENSMUSG00000104782.2,0,0,0,0,0,0
ENSMUSG00000084370.4,0,0,0,0,0,0
ENSMUSG00000102341.2,0,0,0,0,0,0
ENSMUSG00002076884.1,0,0,0,0,0,0
ENSMUSG00000102438.2,0,0,0,0,0,0
ENSMUSG00000091361.3,0,0,0,0,0,0
ENSMUSG00000070443.7,0,1,0,0,1,1
ENSMUSG00000037096.7,1647,1497,2009,1774,1816,1974
ENSMUSG00000119445.1,0,0,0,0,0,0
ENSMUSG00000062232.15,586,424,677,577,581,492
ENSMUSG00000064693.3,0,0,0,0,0,0
ENSMUSG00000104585.2,0,0,0,0,0,0
ENSMUSG00000102545.2,0,0,0,0,0,0
ENSMUSG00000091685.7,0,0,0,0,0,0
ENSMUSG00000061175.13,214,201,234,246,247,174
ENSMUSG00000089746.2,0,0,0,0,0,0
ENSMUSG00000068957.2,0,0,0,0,0,0
ENSMUSG00000103564.2,0,0,0,0,0,0
ENSMUSG00000120163.1,0,0,0,0,0,0
ENSMUSG00000027804.14,1016,780,1154,973,987,966
ENSMUSG00000027809.15,99,83,126,112,117,96
ENSMUSG00000102370.2,0,0,0,0,0,0
ENSMUSG00000027811.10,2,0,3,1,2,4
ENSMUSG00000034009.15,0,0,0,0,0,0
ENSMUSG00000098204.2,0,0,0,0,0,0
ENSMUSG00000027956.12,0,2,0,0,0,2
ENSMUSG00000077461.3,0,0,0,0,0,0
ENSMUSG00000102191.3,0,0,0,0,0,0
ENSMUSG00000027955.17,52,27,58,38,55,37
ENSMUSG00000103181.2,0,0,0,0,0,0
ENSMUSG00000103193.2,0,0,0,0,0,0
ENSMUSG00000105307.2,0,0,0,0,0,0
ENSMUSG00000103154.2,0,0,0,0,0,0
ENSMUSG00000103929.2,0,0,0,0,0,0
ENSMUSG00000102379.2,0,0,0,0,0,0
ENSMUSG00000087123.2,0,0,0,0,0,0
ENSMUSG00000033981.15,29,17,28,15,18,12
ENSMUSG00002075502.1,0,0,0,0,0,0
ENSMUSG00000028020.17,26,15,31,27,25,21
ENSMUSG00000105092.2,0,0,0,0,0,0
ENSMUSG00000103419.2,438,334,515,471,432,410
ENSMUSG00000106293.2,0,0,0,0,0,0
ENSMUSG00000028019.10,86,68,90,116,92,109
ENSMUSG00000085106.2,0,0,0,0,0,0
ENSMUSG00000102223.2,0,0,0,0,0,0
ENSMUSG00000102710.2,0,0,0,0,0,0
ENSMUSG00000104732.2,0,0,0,0,0,0
ENSMUSG00000103695.2,0,0,0,0,0,0
ENSMUSG00000089444.3,0,0,0,0,0,0
ENSMUSG00000056023.4,0,0,0,0,0,0
ENSMUSG00000028015.4,0,0,0,0,0,0
ENSMUSG00000028011.17,0,0,0,0,0,0
ENSMUSG00000028008.11,0,0,0,0,0,0
ENSMUSG00000028005.14,24,18,34,13,34,20
ENSMUSG00000033910.14,0,0,0,0,1,0
ENSMUSG00000098712.3,0,0,0,0,0,0
ENSMUSG00000033900.14,77,66,82,85,95,70
ENSMUSG00000028004.13,0,0,0,0,0,0
ENSMUSG00000102514.2,0,0,0,0,0,0
ENSMUSG00000102629.2,0,0,0,0,0,0
ENSMUSG00000104772.2,0,0,0,0,0,0
ENSMUSG00000104898.2,0,0,0,0,0,0
ENSMUSG00002074992.1,0,0,0,0,0,0
ENSMUSG00000105034.2,0,0,0,0,0,0
ENSMUSG00000033882.16,5,2,10,8,5,4
ENSMUSG00000086273.8,0,0,0,0,0,0
ENSMUSG00000028003.7,0,0,0,0,0,0
ENSMUSG00000102595.2,0,0,0,0,0,0
ENSMUSG00000033860.14,893,565,872,887,1328,849
ENSMUSG00000028001.17,421,240,417,399,398,265
ENSMUSG00000033831.6,494,298,544,513,764,669
ENSMUSG00000027998.12,751,664,817,616,652,726
ENSMUSG00000074517.3,1,0,1,0,0,0
ENSMUSG00000102692.2,0,0,0,0,0,0
ENSMUSG00000103459.2,0,0,0,0,0,0
ENSMUSG00000101334.2,0,0,0,0,0,0
ENSMUSG00002074954.1,0,0,0,0,0,0
ENSMUSG00000102137.2,0,0,0,0,0,0
ENSMUSG00000119833.1,0,0,0,0,0,0
ENSMUSG00000027996.14,8,8,11,12,32,21
ENSMUSG00000097250.3,0,0,0,0,0,0
ENSMUSG00000104082.3,0,0,0,0,0,0
ENSMUSG00000027995.11,0,0,0,0,0,0
ENSMUSG00000033767.15,92,75,114,84,84,84
ENSMUSG00000120182.1,0,0,0,0,0,0
ENSMUSG00000103261.2,0,0,0,0,0,0
ENSMUSG00000033752.8,3,3,3,2,1,2
ENSMUSG00000027993.17,422,308,460,396,438,300
ENSMUSG00000104043.2,8,6,6,4,6,8
ENSMUSG00000104004.2,0,0,0,0,0,0
ENSMUSG00000041842.16,3,1,3,0,0,2
ENSMUSG00000074513.10,3,2,1,3,2,3
ENSMUSG00000102805.6,0,0,0,0,0,0
ENSMUSG00000085625.2,4,4,12,5,7,3
ENSMUSG00000103741.2,0,0,0,0,0,0
ENSMUSG00000047819.4,2,1,2,3,1,4
ENSMUSG00000056498.14,0,0,0,0,0,0
ENSMUSG00000028086.16,1012,796,1176,995,1006,913
ENSMUSG00000102919.2,0,0,0,0,0,0
ENSMUSG00000104290.2,0,0,0,0,0,0
ENSMUSG00000102703.2,0,0,0,0,0,0
ENSMUSG00000099995.2,0,0,0,0,0,0
ENSMUSG00000105012.2,0,0,0,0,0,0
ENSMUSG00000110441.2,0,0,0,0,0,0
ENSMUSG00000080424.3,0,0,0,0,0,0
ENSMUSG00000106422.2,0,0,0,0,0,0
ENSMUSG00000085527.2,0,0,0,0,0,0
ENSMUSG00000028085.13,84,82,94,86,102,85
ENSMUSG00000051000.18,36,21,32,25,23,25
ENSMUSG00000031286.7,0,0,0,0,0,0
ENSMUSG00000106508.2,0,0,0,0,0,0
ENSMUSG00000119325.1,0,0,0,0,0,0
ENSMUSG00000103993.2,0,0,0,0,0,0
ENSMUSG00000044330.9,0,0,0,0,0,0
ENSMUSG00002075155.1,0,0,0,0,0,0
ENSMUSG00000118701.2,0,0,0,0,0,0
ENSMUSG00000098444.3,0,0,0,0,0,0
ENSMUSG00000028082.15,53,43,59,64,75,59
ENSMUSG00000049013.4,0,0,0,0,0,0
ENSMUSG00000065847.3,0,0,0,0,0,0
ENSMUSG00000028081.7,5589,5036,6816,7074,6963,8389
ENSMUSG00000064984.3,0,0,0,0,0,0
ENSMUSG00000064390.3,0,0,0,0,0,0
ENSMUSG00000103408.2,0,0,0,0,0,0
ENSMUSG00000102218.2,0,0,0,0,0,0
ENSMUSG00000089394.3,0,0,0,0,0,0
ENSMUSG00000028080.17,3015,2474,3441,3549,3423,2419
ENSMUSG00000103759.2,3,2,4,2,1,6
ENSMUSG00000077744.3,0,0,0,0,0,0
ENSMUSG00000065764.3,0,0,0,0,0,0
ENSMUSG00000064867.3,0,0,0,0,0,0
ENSMUSG00000057777.6,1,0,1,3,2,0
ENSMUSG00000094392.2,922,766,1084,904,1133,1318
ENSMUSG00000104108.2,0,0,0,0,0,0
ENSMUSG00000028078.15,33,32,37,26,41,36
ENSMUSG00000104074.2,0,0,0,0,0,1
ENSMUSG00000064872.3,0,0,0,0,0,0
ENSMUSG00000103650.2,0,0,0,0,0,0
ENSMUSG00000041750.15,0,0,0,0,0,0
ENSMUSG00000028076.13,0,0,0,0,0,0
ENSMUSG00000104265.2,18,13,10,10,17,13
ENSMUSG00000103913.2,0,0,0,0,0,0
ENSMUSG00000102394.2,0,0,0,0,0,0
ENSMUSG00000077672.3,0,0,0,0,0,0
ENSMUSG00000041734.16,176,139,211,196,186,160
ENSMUSG00000102893.2,0,0,0,0,0,0
ENSMUSG00000074506.5,71,101,116,111,96,102
ENSMUSG00000015852.14,0,0,0,0,0,0
ENSMUSG00000015854.8,0,0,0,0,0,0
ENSMUSG00000120576.1,0,0,0,0,0,0
ENSMUSG00000059994.11,0,0,0,0,0,0
ENSMUSG00000048031.16,0,0,0,0,0,0
ENSMUSG00000120591.1,0,0,0,0,0,0
ENSMUSG00000003382.19,181,149,259,188,222,156
ENSMUSG00000118505.2,0,0,0,0,0,0
ENSMUSG00000077376.3,0,0,0,0,0,0
ENSMUSG00002075896.1,0,0,0,0,0,0
ENSMUSG00000041977.19,342,251,388,363,363,297
ENSMUSG00000023084.12,0,0,0,0,0,0
ENSMUSG00000028073.16,0,0,0,0,0,0
ENSMUSG00000028072.7,0,0,0,0,0,0
ENSMUSG00000005640.12,2,0,1,1,0,3
ENSMUSG00000028071.13,0,0,0,0,0,0
ENSMUSG00000004895.10,1788,1563,2169,2002,1929,2108
ENSMUSG00000004897.18,5501,5030,7049,5861,5327,6443
ENSMUSG00000019710.14,0,0,0,0,0,0
ENSMUSG00000004896.17,53,33,62,40,58,44
ENSMUSG00000048039.9,0,0,0,0,0,0
ENSMUSG00000004885.6,0,0,0,0,0,1
ENSMUSG00000103792.2,0,0,0,0,0,0
ENSMUSG00000004891.17,2,3,2,2,1,1
ENSMUSG00000004892.14,0,0,0,0,0,0
ENSMUSG00000004894.11,0,0,0,0,1,0
ENSMUSG00000105843.3,0,0,0,0,0,0
ENSMUSG00000028069.17,10,3,6,6,7,9
ENSMUSG00000028070.8,4,5,3,0,6,9
ENSMUSG00000051036.15,0,0,0,0,0,0
ENSMUSG00000028068.15,35,29,57,48,35,39
ENSMUSG00000120121.1,0,0,0,0,0,0
ENSMUSG00000120112.1,0,0,0,0,0,0
ENSMUSG00000001419.18,325,314,403,309,337,349
ENSMUSG00000096935.7,0,0,0,0,0,0
ENSMUSG00000097280.2,0,0,0,0,0,0
ENSMUSG00000097428.2,0,0,0,0,0,0
ENSMUSG00000097156.9,0,0,0,0,0,0
ENSMUSG00000092988.3,0,0,0,0,0,0
ENSMUSG00002075840.1,0,0,0,0,0,0
ENSMUSG00000106493.3,0,0,0,0,0,0
ENSMUSG00000104445.2,0,0,0,0,0,0
ENSMUSG00000103766.6,0,0,0,0,0,0
ENSMUSG00000010538.15,0,0,0,0,0,0
ENSMUSG00000103574.2,95,72,115,100,139,156
ENSMUSG00000001416.14,8851,8212,10965,8968,9261,9772
ENSMUSG00000001418.14,0,0,0,0,0,0
ENSMUSG00000001420.14,0,0,0,0,0,0
ENSMUSG00000001415.11,1125,1028,1350,1108,1178,1178
ENSMUSG00000041423.17,1,0,0,0,0,0
ENSMUSG00000074489.10,0,0,0,0,0,0
ENSMUSG00000096792.3,0,0,0,0,0,0
ENSMUSG00000074486.3,0,0,0,0,0,0
ENSMUSG00000078691.4,0,0,0,0,0,0
ENSMUSG00000074483.3,0,0,0,0,0,0
ENSMUSG00000028066.16,0,0,0,0,1,0
ENSMUSG00000050144.14,124,112,135,108,140,135
ENSMUSG00000106568.2,0,0,0,1,0,0
ENSMUSG00000028064.18,0,1,0,0,0,0
ENSMUSG00000098655.3,0,0,0,0,0,0
ENSMUSG00000103304.2,0,0,0,0,0,0
ENSMUSG00000028063.16,618,489,705,773,699,850
ENSMUSG00000103115.2,0,0,0,0,0,0
ENSMUSG00000074480.5,830,746,988,902,946,909
ENSMUSG00000084728.3,0,0,0,0,0,0
ENSMUSG00000008601.13,220,163,237,225,212,248
ENSMUSG00000028062.16,292,259,360,292,346,423
ENSMUSG00000008604.12,1116,1096,1431,978,1140,1286
ENSMUSG00000041355.14,860,805,980,868,963,1082
ENSMUSG00000074479.4,2366,2030,2844,2351,2283,2426
ENSMUSG00000028059.17,292,242,319,261,267,242
ENSMUSG00000093390.2,0,0,0,0,0,0
ENSMUSG00000049741.5,0,0,0,0,0,0
ENSMUSG00000105512.2,0,0,0,0,0,0
ENSMUSG00000028060.15,631,498,745,634,768,562
ENSMUSG00000105448.3,0,0,0,0,0,0
ENSMUSG00002076937.1,0,0,0,0,0,0
ENSMUSG00002075203.1,0,0,0,0,0,0
ENSMUSG00000028057.15,91,67,120,98,129,121
ENSMUSG00000091881.2,0,0,0,0,0,0
ENSMUSG00000104333.2,0,0,0,0,0,0
ENSMUSG00000068923.15,337,305,415,172,173,212
ENSMUSG00000078684.9,0,0,0,0,0,0
ENSMUSG00000098912.9,0,0,0,0,0,0
ENSMUSG00000054199.19,71,39,64,39,65,49
ENSMUSG00000106218.2,0,0,0,0,0,0
ENSMUSG00000064738.3,0,0,0,0,0,0
ENSMUSG00000068922.15,11,13,30,15,14,21
ENSMUSG00000118681.1,0,0,0,0,0,0
ENSMUSG00000120722.1,0,0,0,0,0,0
ENSMUSG00000068921.15,191,175,239,242,254,239
ENSMUSG00000028053.14,431,415,528,504,483,342
ENSMUSG00000119738.1,1,0,0,1,1,1
ENSMUSG00000077804.3,0,0,0,0,0,0
ENSMUSG00000041263.15,16,16,23,21,18,27
ENSMUSG00000059743.13,37,26,39,39,45,41
ENSMUSG00000077148.3,0,0,0,0,0,0
ENSMUSG00000105654.2,0,0,0,0,0,0
ENSMUSG00000041237.13,0,0,0,0,0,0
ENSMUSG00000028051.11,38,16,32,15,18,25
ENSMUSG00000068917.13,1374,1243,1750,1288,1415,1465
ENSMUSG00000028049.16,243,243,318,266,268,325
ENSMUSG00000086718.2,0,0,0,0,0,0
ENSMUSG00000032657.16,505,456,634,405,460,603
ENSMUSG00000119025.1,0,0,0,1,0,0
ENSMUSG00000028048.12,6,1,6,4,2,7
ENSMUSG00000064068.16,166,157,222,178,154,204
ENSMUSG00000105692.2,0,0,0,0,0,0
ENSMUSG00000120758.1,0,0,0,0,0,0
ENSMUSG00000028047.12,227,212,305,196,207,237
ENSMUSG00000076255.4,0,0,0,0,0,0
ENSMUSG00000042784.10,0,0,0,0,0,0
ENSMUSG00000042766.18,149,115,149,101,144,132
ENSMUSG00000042747.13,372,318,450,386,438,519
ENSMUSG00000042737.10,0,0,0,0,0,0
ENSMUSG00000027953.14,0,0,0,0,0,0
ENSMUSG00000027954.10,36,22,41,39,54,58
ENSMUSG00000093093.5,0,0,0,0,0,0
ENSMUSG00000028039.12,113,102,117,86,83,137
ENSMUSG00000086389.2,0,0,0,0,0,0
ENSMUSG00000028040.8,1,0,4,4,4,7
ENSMUSG00000097004.2,0,0,0,0,0,0
ENSMUSG00000028041.18,34,27,46,43,39,48
ENSMUSG00000042672.16,0,0,0,0,0,0
ENSMUSG00000074467.5,0,0,0,0,0,0
ENSMUSG00000109293.2,0,0,0,0,0,0
ENSMUSG00000028042.16,263,215,309,283,297,281
ENSMUSG00000074466.14,2,1,6,3,2,0
ENSMUSG00000078173.4,0,0,0,0,0,0
ENSMUSG00000042642.14,8,2,7,3,9,4
ENSMUSG00000028044.7,1047,899,1230,1052,1246,1367
ENSMUSG00000042626.14,1281,1168,1565,1346,1468,1573
ENSMUSG00000047824.14,118,70,139,117,99,124
ENSMUSG00000042613.10,0,1,0,0,1,0
ENSMUSG00000027952.17,0,0,2,4,4,3
ENSMUSG00000000794.10,28,16,40,12,16,15
ENSMUSG00000027951.17,423,327,441,351,418,399
ENSMUSG00000027950.8,26,12,22,9,7,15
ENSMUSG00000042579.4,0,0,0,0,0,0
ENSMUSG00000042572.13,5087,4424,5802,5374,5579,5522
ENSMUSG00000118654.2,0,0,0,0,0,0
ENSMUSG00000106564.2,0,0,0,0,0,0
ENSMUSG00000046280.10,0,0,0,0,0,0
ENSMUSG00000027947.12,0,0,0,0,0,0
ENSMUSG00000105941.2,0,0,0,0,0,0
ENSMUSG00000060671.13,716,567,756,687,946,635
ENSMUSG00000120086.1,0,0,0,0,0,0
ENSMUSG00000105082.3,0,0,0,0,0,0
ENSMUSG00000065045.3,0,0,0,0,0,0
ENSMUSG00000027944.14,162,160,205,141,199,194
ENSMUSG00000105552.2,0,0,0,0,0,0
ENSMUSG00000042520.17,16062,14159,19611,16551,16698,16786
ENSMUSG00000077569.3,0,0,0,0,0,0
ENSMUSG00000098397.3,0,0,0,0,0,0
ENSMUSG00000027942.18,0,0,0,0,0,0
ENSMUSG00000118504.2,0,0,0,0,0,0
ENSMUSG00000090005.2,0,0,0,0,0,0
ENSMUSG00000118506.3,0,0,0,0,0,0
ENSMUSG00000077996.3,0,0,0,0,0,0
ENSMUSG00000027940.19,12069,10339,14427,13105,13046,13205
ENSMUSG00000027939.12,0,0,0,0,0,0
ENSMUSG00000064930.3,0,0,0,0,0,0
ENSMUSG00000104649.2,2,0,1,0,1,3
ENSMUSG00000084527.3,0,0,0,0,0,0
ENSMUSG00000090733.7,34038,30924,42136,38157,38724,43706
ENSMUSG00000027935.15,1344,1170,1570,1261,1240,1383
ENSMUSG00000027937.16,0,0,0,0,0,0
ENSMUSG00000027938.12,1,0,1,0,1,0
ENSMUSG00000052310.10,109,95,123,126,136,146
ENSMUSG00000027936.19,376,290,397,358,418,392
ENSMUSG00000042404.17,370,337,460,363,404,379
ENSMUSG00000099199.3,0,0,0,0,0,0
ENSMUSG00000105350.3,0,0,0,0,0,0
ENSMUSG00000042390.10,679,575,806,688,743,667
ENSMUSG00000108394.2,0,0,0,0,0,0
ENSMUSG00000108689.2,0,0,0,0,0,0
ENSMUSG00000027932.15,0,1,2,2,6,2
ENSMUSG00000027933.12,1711,1519,2071,1797,1892,1683
ENSMUSG00000027931.13,3,3,11,8,8,6
ENSMUSG00000087411.2,0,0,0,0,0,0
ENSMUSG00000105746.2,0,0,0,0,0,0
ENSMUSG00000001016.13,8645,7435,10301,9104,9235,9109
ENSMUSG00000001018.16,80,75,76,60,97,99
ENSMUSG00000001017.17,2964,2499,3716,2872,3015,3324
ENSMUSG00000120231.1,0,0,0,0,0,0
ENSMUSG00000044080.10,0,0,0,0,0,0
ENSMUSG00000042312.11,0,0,0,0,0,0
ENSMUSG00000042306.12,0,0,0,0,0,0
ENSMUSG00000074457.11,0,0,0,0,0,0
ENSMUSG00000084456.4,0,0,0,0,0,0
ENSMUSG00000094018.3,0,0,0,0,0,0
ENSMUSG00000065079.3,0,0,0,0,0,0
ENSMUSG00000001021.14,4,1,5,5,0,12
ENSMUSG00000105518.2,0,1,0,0,0,0
ENSMUSG00000001020.9,0,0,0,0,0,0
ENSMUSG00000001023.11,0,0,0,0,0,0
ENSMUSG00000001025.9,5189,4055,5908,5603,5935,7246
ENSMUSG00000105644.2,0,0,0,0,0,0
ENSMUSG00000063767.5,0,0,0,0,0,0
ENSMUSG00000056054.10,0,0,0,0,0,0
ENSMUSG00000056071.13,0,0,0,0,0,0
ENSMUSG00000105819.2,0,0,0,0,0,0
ENSMUSG00000106117.2,16,20,20,20,35,20
ENSMUSG00000042250.14,0,0,0,0,0,0
ENSMUSG00000105892.2,121,111,148,130,140,128
ENSMUSG00000096621.3,0,0,0,0,0,0
ENSMUSG00000106174.2,0,0,0,0,0,0
ENSMUSG00000106257.2,3,3,6,4,8,11
ENSMUSG00000105919.2,0,0,0,0,0,0
ENSMUSG00000086377.2,0,0,1,0,0,0
ENSMUSG00000091175.3,0,0,0,0,0,0
ENSMUSG00002076591.1,0,0,0,0,0,0
ENSMUSG00000042244.5,0,0,0,0,0,0
ENSMUSG00000082826.2,0,3,5,3,5,8
ENSMUSG00002075468.1,0,0,0,0,0,0
ENSMUSG00000043165.8,0,0,0,0,0,0
ENSMUSG00000104981.2,0,0,0,0,0,0
ENSMUSG00000104791.2,0,0,0,0,0,0
ENSMUSG00000106143.2,0,0,0,0,0,0
ENSMUSG00000056270.4,0,0,0,0,0,0
ENSMUSG00000027927.6,0,0,0,0,0,0
ENSMUSG00000105476.2,0,0,0,0,0,0
ENSMUSG00000118547.2,0,0,0,0,0,0
ENSMUSG00000078664.3,0,0,0,0,0,0
ENSMUSG00000068893.6,0,0,0,0,0,0
ENSMUSG00000103286.2,0,0,0,0,0,0
ENSMUSG00000103187.2,0,0,0,0,0,0
ENSMUSG00000104028.2,6,4,2,5,0,5
ENSMUSG00000103385.2,0,0,0,0,0,0
ENSMUSG00000074445.5,0,0,0,0,0,0
ENSMUSG00000050092.4,0,0,0,0,0,0
ENSMUSG00000103518.2,0,0,0,0,0,0
ENSMUSG00000103221.2,0,0,0,0,0,0
